"","Plant","Quantity_units","Cost_of_Goods_Sold_EURO","Total_Cost_of_Distribution","Total_Customer_Order_Management_Costs","Customer_related_Issues_Costs","Total_Operations_Costs","Product_Line","Product_Type","N_Parts","Assembly_Labour_Minutes","Machinery_Minutes","Number_of_Deliveries","Customer_Class","Turnover_Range_EURO","Geographical_Area"
"14228","Southern Italy",40,239.54,27.47,18.99,0.31,61.47,"Plugs and Caps","Spare Parts",3,0,982,60,"Others","e >500","CEU"
"14229","Southern Italy",20,134.24,13.12,14.38,0.14,40.47,"Plugs and Caps","Spare Parts",3,0,3765,18,"Others","b 20-100","CSI"
"14230","Southern Italy",52,362.95,52.34,45.92,0.53,75.94,"Plugs and Caps","Spare Parts",2,0,1196,60,"Others","e >500","SCA"
"14231","USA",16,114.25,25.38,18.45,0.25,35.01,"Plugs and Caps","Spare Parts",3,0,3300,4,"Nationals","a 0-20","NAM"
"14232","Southern Italy",80,568.04,61.22,45.05,0.73,108.58,"Plugs and Caps","Spare Parts",3,0,1984,64,"Others","e >500","CEU"
"14234","USA",30,179.25,25.58,15.81,0.86,50.59,"Plugs and Caps","Spare Parts",3,0,4392,18,"Nationals","e >500","NAM"
"14236","USA",7,46.61,18.85,10.59,0.14,23.62,"Plugs and Caps","Spare Parts",3,0,1780,4,"Nationals","b 20-100","NAM"
"14241","Southern Italy",10,152.73,33.45,11.61,0.27,31.93,"Plugs and Caps","Spare Parts",3,14.3,2633,18,"Others","e >500","NAM"
"14242","Southern Italy",6,91.64,23.06,12.67,0.09,19.16,"Plugs and Caps","Spare Parts",3,14.3,1867,4,"Others","e >500","CEU"
"14243","Southern Italy",5,76.36,17.43,11.14,0.08,15.97,"Plugs and Caps","Spare Parts",3,14.3,1282,4,"Others","e >500","FRA"
"14244","Southern Italy",22,300.34,17.62,38.9,0.25,42.28,"Plugs and Caps","Spare Parts",3,12.1,4148,4,"Others","c 100-250","ITA"
"14245","Southern Italy",5,69.73,46.77,11.81,0.1,14.92,"Plugs and Caps","Spare Parts",4,2.75,1780,4,"Others","d 250-500","ITA"
"14246","USA",35,222.73,26.06,20.09,1.1,56.52,"Plugs and Caps","Spare Parts",3,0,843,29,"Nationals","e >500","NAM"
"14248","Southern Italy",15,137.66,28.52,17.51,0.21,33.81,"Plugs and Caps","Spare Parts",2,0,3059,29,"Others","e >500","SCA"
"14249","Southern Italy",25,165.45,35.53,13.2,0.22,45.23,"Plugs and Caps","Spare Parts",3,0,4055,40,"Others","e >500","CEU"
"14250","USA",15,126.4,72.1,32.52,5.68,33.94,"Plugs and Caps","Spare Parts",2,0,3084,18,"Nationals","e >500","NAM"
"14251","USA",15,141.07,37.25,28.11,2.05,35.93,"Plugs and Caps","Spare Parts",3,0,3318,29,"Nationals","e >500","NAM"
"14254","USA",38,314.11,46.85,29.81,1.63,62.08,"Plugs and Caps","Spare Parts",3,0,967,40,"Nationals","e >500","NAM"
"14255","Southern Italy",26,216.66,71.6,20.59,0.44,47.26,"Plugs and Caps","Spare Parts",3,0,4183,29,"Nationals","d 250-500","APA"
"14256","Southern Italy",33,313.45,48.25,39.7,0.46,49.39,"Plugs and Caps","Spare Parts",2,0,831,51,"Others","e >500","SCA"
"14257","Southern Italy",25,237.46,35.2,18.94,0.32,37.41,"Plugs and Caps","Spare Parts",2,0,4055,51,"Others","e >500","CEU"
"14258","USA",34,357.11,54.93,36.22,1.98,58.73,"Plugs and Caps","Spare Parts",3,0,843,40,"Nationals","e >500","NAM"
"14259","Southern Italy",10,112,30.22,17.08,0.13,23.16,"Plugs and Caps","Spare Parts",2,0,2483,18,"Others","e >500","ITA"
"14260","Southern Italy",5,56,21.5,11.04,0.27,11.58,"Plugs and Caps","Spare Parts",2,0,1176,4,"Nationals","a 0-20","SAM"
"14261","Southern Italy",15,172.42,24.68,17.71,0.23,36.04,"Plugs and Caps","Spare Parts",3,0,3318,29,"Nationals","e >500","SAM"
"14262","Southern Italy",15,193.52,26.32,24.53,0.29,35.21,"Plugs and Caps","Spare Parts",2,0,3084,29,"Others","e >500","SCA"
"14265","Southern Italy",25,219.04,53.17,27.83,2.18,46.25,"Plugs and Caps","Spare Parts",3,0,4055,40,"Nationals","e >500","CEU"
"14269","Southern Italy",5,74.69,28.91,10.39,0.08,12.69,"Plugs and Caps","Spare Parts",3,11,1333,4,"Others","e >500","CEU"
"14270","Southern Italy",5,74.69,27.14,10.97,0.08,12.69,"Plugs and Caps","Spare Parts",3,11,1333,4,"Others","e >500","FRA"
"14273","Southern Italy",18,299.75,58.32,38.63,0.23,48.33,"Plugs and Caps","Spare Parts",3,9.9,3765,18,"Others","c 100-250","ITA"
"14274","USA",24,454.97,73.22,51.01,2.79,105.5,"Plugs and Caps","Spare Parts",6,13.2,1325,40,"Nationals","e >500","NAM"
"14275","Southern Italy",5,104.16,13.03,13.41,1.1,35.1,"Plugs and Caps","Spare Parts",6,0,2512,4,"Nationals","e >500","CEU"
"14277","USA",10,114.95,22.23,19.85,1.09,52.28,"Plugs and Caps","Spare Parts",5,0,3693,18,"Nationals","e >500","NAM"
"14278","USA",10,178.32,28.91,26.71,1.46,48.33,"Plugs and Caps","Spare Parts",4,5.5,2900,4,"Nationals","e >500","NAM"
"14280","USA",10,140.8,35.34,30.49,14.27,57.57,"Plugs and Caps","Spare Parts",5,0,4042,18,"Nationals","e >500","NAM"
"14282","USA",3,43.53,11.68,11.5,0.63,36.41,"Plugs and Caps","Spare Parts",5,0,1282,4,"Nationals","e >500","NAM"
"14284","Southern Italy",5,74.76,16.33,11.45,0.14,23.22,"Plugs and Caps","Spare Parts",3,0,1282,4,"Nationals","c 100-250","ITA"
"14285","Southern Italy",5,89.43,25.47,13.44,0.1,29.13,"Plugs and Caps","Spare Parts",3,2.75,1056,4,"Others","e >500","CEU"
"14287","Southern Italy",7,147.33,31.6,19.15,0.13,34.72,"Plugs and Caps","Spare Parts",3,3.85,2127,18,"Others","c 100-250","ITA"
"14290","Southern Italy",14,119.1,27.39,33.89,0.18,34.21,"Plugs and Caps","Spare Parts",2,0,3139,18,"Others","a 0-20","APA"
"14291","Southern Italy",10,109.72,14.51,14.09,0.18,28.67,"Plugs and Caps","Spare Parts",2,0,2483,18,"Others","e >500","SCA"
"14293","Southern Italy",10,151.92,23.5,12.85,0.13,24.19,"Plugs and Caps","Spare Parts",2,0,2483,4,"Nationals","d 250-500","SAM"
"14294","USA",12,191.95,29.94,25.68,1.4,58.08,"Plugs and Caps","Spare Parts",5,0,4013,29,"Nationals","e >500","NAM"
"14295","USA",10,133.57,27.51,31.72,0.43,52.83,"Plugs and Caps","Spare Parts",5,0,3714,4,"Nationals","c 100-250","NAM"
"14296","Southern Italy",30,168,23.89,20.37,1.3,39.35,"Plugs and Caps","Spare Parts",2,0,4392,40,"Nationals","e >500","CEU"
"14299","Southern Italy",10,125.66,16.79,15.96,0.19,18.11,"Plugs and Caps","Spare Parts",2,0,2483,18,"Others","e >500","SCA"
"14303","USA",6,105.46,24.7,24.54,0.33,14.6,"Plugs and Caps","Spare Parts",3,0,1822,4,"Nationals","c 100-250","NAM"
"14306","Southern Italy",10,125.66,21.37,15.66,0.37,14.31,"Plugs and Caps","Spare Parts",2,0,2483,18,"Others","e >500","SCA"
"14308","USA",22,276.46,113.27,98.88,1.33,31.49,"Plugs and Caps","Spare Parts",2,0,3909,18,"Nationals","b 20-100","NAM"
"14309","Southern Italy",7,88.81,11.59,11.81,0.18,14.4,"Plugs and Caps","Spare Parts",3,0,1867,4,"Others","e >500","SCA"
"14310","USA",38,546.25,90.02,74.04,4.05,78.58,"Plugs and Caps","Spare Parts",4,0,1275,60,"Nationals","e >500","NAM"
"14311","USA",48,518.95,93.98,98.63,5.4,65.77,"Plugs and Caps","Spare Parts",3,0,1151,29,"Nationals","e >500","NAM"
"14313","USA",17,208.85,62.62,38.76,2.12,27.59,"Plugs and Caps","Spare Parts",3,0,3390,29,"Nationals","e >500","NAM"
"14315","Southern Italy",5,79.04,25.94,10.94,0.14,12.5,"Plugs and Caps","Spare Parts",3,0,1224,4,"Others","d 250-500","ITA"
"14317","Southern Italy",20,157.82,15.35,23.24,0.22,31.15,"Plugs and Caps","Spare Parts",2,0,3909,4,"Others","e >500","ITA"
"14318","Southern Italy",30,235.12,17.64,31.17,0.32,42.05,"Plugs and Caps","Spare Parts",3,0,4456,18,"Nationals","d 250-500","ITA"
"14320","Southern Italy",35,453.89,49.12,56.24,3.98,48.86,"Plugs and Caps","Spare Parts",3,0,910,40,"Nationals","e >500","CEU"
"14321","Southern Italy",10,129.68,14.56,11.81,0.22,13.96,"Plugs and Caps","Spare Parts",3,0,2483,4,"Nationals","e >500","SCA"
"14322","Southern Italy",22,285.3,35.48,161.58,0.33,30.71,"Plugs and Caps","Spare Parts",3,0,3925,4,"Nationals","e >500","FRA"
"14324","Southern Italy",10,154.2,23.01,22.02,0.25,14.69,"Plugs and Caps","Spare Parts",2,0,2483,4,"Nationals","b 20-100","IAM"
"14325","Southern Italy",20,308.4,58.5,39.04,0.46,29.38,"Plugs and Caps","Spare Parts",2,0,3734,29,"Others","e >500","SCA"
"14329","Southern Italy",30,350.47,97.47,45.43,3.82,44.2,"Plugs and Caps","Spare Parts",3,0,4456,60,"Nationals","e >500","CEU"
"14330","Southern Italy",30,276.92,16.85,36.2,0.36,45.05,"Plugs and Caps","Spare Parts",3,0,833,4,"Nationals","d 250-500","ITA"
"14331","Southern Italy",10,116.29,36.74,19.42,1.52,18.18,"Plugs and Caps","Spare Parts",3,0,2483,18,"Nationals","e >500","ITA"
"14332","Southern Italy",5,48.77,33.94,10.76,0.08,11.77,"Plugs and Caps","Spare Parts",2,0,1282,4,"Nationals","b 20-100","ITA"
"14333","Southern Italy",10,179.25,20.95,34,0.15,17.55,"Plugs and Caps","Spare Parts",2,0,2483,4,"Others","a 0-20","CSI"
"14336","USA",40,589.47,216.7,232.06,3.13,59.76,"Plugs and Caps","Spare Parts",2,0,1025,40,"Nationals","b 20-100","NAM"
"14337","Southern Italy",5,75.16,18.01,10.11,0.16,12.78,"Plugs and Caps","Spare Parts",3,0,1282,4,"Others","e >500","SCA"
"14338","USA",46,731.51,115.86,109.67,6,93.45,"Plugs and Caps","Spare Parts",4,0,1813,40,"Nationals","e >500","NAM"
"14339","USA",13,142.81,28.96,27.37,1.5,24.69,"Plugs and Caps","Spare Parts",3,0,3108,18,"Nationals","e >500","NAM"
"14340","USA",70,876.84,163.36,167.79,9.19,98.2,"Plugs and Caps","Spare Parts",3,0,1900,40,"Nationals","e >500","NAM"
"14341","USA",30,357.7,82.17,68.99,3.78,43.7,"Plugs and Caps","Spare Parts",3,0,4456,40,"Nationals","e >500","NAM"
"14342","USA",10,119.23,24.76,18.65,1.36,14.57,"Plugs and Caps","Spare Parts",3,0,2483,18,"Nationals","e >500","NAM"
"14343","USA",5,72.61,22.74,21.29,1.56,13.23,"Plugs and Caps","Spare Parts",3,0,1282,4,"Nationals","e >500","NAM"
"14344","Southern Italy",40,168.8,16.81,12.56,0.14,49.46,"Plugs and Caps","Spare Parts",2,0,982,51,"Others","e >500","CEU"
"14345","Southern Italy",15,100.68,17.44,12.42,0.12,22.55,"Plugs and Caps","Spare Parts",2,0,3059,29,"Others","e >500","SCA"
"14348","Southern Italy",65,382.29,38.7,28.85,0.36,78.93,"Plugs and Caps","Spare Parts",2,0,1802,64,"Others","e >500","CEU"
"14350","USA",15,114.34,45.18,18.78,3.28,23.78,"Plugs and Caps","Spare Parts",2,0,3300,29,"Nationals","e >500","NAM"
"14354","Southern Italy",187,972.04,92.28,67.65,1.06,225.3,"Plugs and Caps","Spare Parts",2,0,3484,18,"Nationals","e >500","UKE"
"14356","Southern Italy",40,232.57,31.89,17.62,0.22,61.22,"Plugs and Caps","Spare Parts",2,0,982,60,"Others","e >500","CEU"
"14357","Southern Italy",40,257.22,57.94,19.57,0.26,61.68,"Plugs and Caps","Spare Parts",2,0,982,60,"Others","e >500","CEU"
"14359","Southern Italy",20,144.69,16.42,15.18,0.14,37.38,"Plugs and Caps","Spare Parts",2,0,3765,18,"Others","b 20-100","CSI"
"14360","Southern Italy",27,207.27,24.57,25.99,0.29,35.55,"Plugs and Caps","Spare Parts",2,0,4215,29,"Others","e >500","SCA"
"14361","Southern Italy",55,422.21,44.61,32.16,0.42,72.42,"Plugs and Caps","Spare Parts",2,0,1252,64,"Others","e >500","CEU"
"14363","USA",20,153.53,28.36,23.07,0.31,26.34,"Plugs and Caps","Spare Parts",2,0,3674,4,"Nationals","a 0-20","NAM"
"14366","USA",10,74.35,16.8,16.59,0.22,27.51,"Plugs and Caps","Spare Parts",2,0,2449,4,"Nationals","b 20-100","NAM"
"14368","Southern Italy",10,101.68,14.92,12.91,0.15,28.02,"Plugs and Caps","Spare Parts",2,0,2449,18,"Others","e >500","SCA"
"14369","USA",18,114.79,14.84,11.18,0.61,36.46,"Plugs and Caps","Spare Parts",2,0,3442,18,"Nationals","e >500","NAM"
"14370","Southern Italy",30,218.24,23.09,16.56,0.21,40.52,"Plugs and Caps","Spare Parts",2,0,4427,51,"Others","e >500","CEU"
"14374","USA",10,104.23,25.31,21.13,1.54,16.53,"Plugs and Caps","Spare Parts",2,0,2543,18,"Nationals","e >500","NAM"
"14376","Southern Italy",20,233.38,29.47,29.18,0.31,30.35,"Plugs and Caps","Spare Parts",2,0,3693,40,"Others","e >500","SCA"
"14381","Southern Italy",32,278.23,41.08,34.73,0.37,41.48,"Plugs and Caps","Spare Parts",2,0,816,40,"Others","e >500","SCA"
"14382","Southern Italy",25,217.37,29.47,16.54,0.22,32.41,"Plugs and Caps","Spare Parts",2,0,4055,51,"Others","e >500","CEU"
"14383","USA",56,528.17,65.93,55.73,3.04,73.47,"Plugs and Caps","Spare Parts",2,0,1275,29,"Nationals","e >500","NAM"
"14384","Southern Italy",15,152.73,23.94,16.88,0.29,22.34,"Plugs and Caps","Spare Parts",2,0,3084,29,"Nationals","e >500","SAM"
"14391","Southern Italy",8,68.81,13.45,19.66,0.11,26.32,"Plugs and Caps","Spare Parts",2,0,2092,4,"Others","a 0-20","APA"
"14392","Southern Italy",10,109.32,20.72,13.81,0.16,28.08,"Plugs and Caps","Spare Parts",2,0,2449,18,"Others","e >500","SCA"
"14393","Southern Italy",5,66.52,14.35,12.6,0.29,22.81,"Plugs and Caps","Spare Parts",2,0,1282,4,"Nationals","a 0-20","SAM"
"14395","Southern Italy",10,152.19,25.63,14.66,0.26,24.18,"Plugs and Caps","Spare Parts",2,0,2483,4,"Nationals","d 250-500","SAM"
"14398","Southern Italy",15,200.76,30.04,25.07,0.27,24.71,"Plugs and Caps","Spare Parts",2,0,3084,29,"Others","e >500","SCA"
"14403","Southern Italy",33,445.2,83.72,62.08,6.5,46.37,"Plugs and Caps","Spare Parts",2,0,839,60,"Nationals","e >500","CEU"
"14404","Southern Italy",13,175.38,31.82,17.18,0.43,18.27,"Plugs and Caps","Spare Parts",2,0,2956,18,"Nationals","e >500","SCA"
"14405","Southern Italy",27,364.25,83.96,212.88,0.89,37.94,"Plugs and Caps","Spare Parts",2,0,4269,18,"Nationals","e >500","FRA"
"14406","Southern Italy",15,242.35,41.93,30.54,0.35,23.88,"Plugs and Caps","Spare Parts",2,0,3139,29,"Others","e >500","SCA"
"14409","Southern Italy",25,303.78,28.34,39.27,3.27,37.93,"Plugs and Caps","Spare Parts",2,0,4164,40,"Nationals","e >500","CEU"
"14410","USA",10,144.29,17.86,12.73,0.69,32.28,"Plugs and Caps","Spare Parts",2,0,4029,4,"Nationals","e >500","NAM"
"14411","USA",20,282.68,36.71,42.78,0.59,66.17,"Plugs and Caps","Spare Parts",2,0,1196,4,"Others","b 20-100","NAM"
"14413","Southern Italy",12,308.83,14.88,39.49,0.21,39.84,"Plugs and Caps","Spare Parts",2,0,4228,4,"Others","c 100-250","ITA"
"14414","USA",43,503.49,46.09,30.18,1.64,130.49,"Plugs and Caps","Spare Parts",2,0,2499,51,"Nationals","e >500","NAM"
"14416","USA",55,714.74,94.03,83.46,6.09,177.9,"Plugs and Caps","Spare Parts",2,0,3000,68,"Nationals","e >500","NAM"
"14417","USA",10,189.03,29.5,30.5,2.23,34.84,"Plugs and Caps","Spare Parts",2,0,4183,18,"Nationals","e >500","NAM"
"14419","Southern Italy",10,257.22,39.82,25.28,0.28,29.72,"Plugs and Caps","Spare Parts",2,0,3693,4,"Nationals","b 20-100","FRA"
"14421","Southern Italy",10,257.22,42.88,38.44,0.23,29.72,"Plugs and Caps","Spare Parts",2,0,3693,18,"Others","e >500","ITA"
"14422","Southern Italy",15,481.09,19.94,60.72,0.26,53.86,"Plugs and Caps","Spare Parts",2,0,846,4,"Others","c 100-250","ITA"
"14424","Southern Italy",20,670.12,11.04,119.43,0.56,67.11,"Plugs and Caps","Spare Parts",2,0,1037,4,"Others","c 100-250","CSI"
"14440","Southern Italy",180,271.47,90.45,39.46,0.46,60.62,"Plugs and Caps","Spare Parts",2,0,1278,40,"Others","e >500","CEU"
"14454","Southern Italy",198,1278.57,246.35,152.35,2.18,93.82,"Plugs and Caps","Spare Parts",3,0,3343,40,"Nationals","b 20-100","CEU"
"14456","Southern Italy",5,85.94,24.31,12.8,0.11,15.55,"Plugs and Caps","Spare Parts",2,0,1224,4,"Others","e >500","FRA"
"14459","Southern Italy",5,88.96,18.1,11.71,0.09,17.96,"Plugs and Caps","Spare Parts",2,0,1113,4,"Others","c 100-250","ITA"
"14460","Southern Italy",5,88.96,19.3,12.56,0.12,17.96,"Plugs and Caps","Spare Parts",2,0,1113,4,"Others","e >500","CEU"
"14462","Southern Italy",9,198.95,27.67,26.08,0.19,30.98,"Plugs and Caps","Spare Parts",2,0,2092,4,"Others","c 100-250","ITA"
"14463","Southern Italy",5,110.53,17.15,18.62,0.15,17.21,"Plugs and Caps","Spare Parts",2,0,1113,4,"Others","d 250-500","ITA"
"14464","USA",7,93.03,38.25,21.93,10.27,16.23,"Plugs and Caps","Spare Parts",2,0,1867,18,"Nationals","e >500","NAM"
"14467","Southern Italy",6,113.58,28.07,16.05,0.15,17.31,"Plugs and Caps","Spare Parts",2,0,1333,4,"Others","e >500","CEU"
"14469","Southern Italy",5,134.1,10.4,17.54,1.52,17.81,"Plugs and Caps","Spare Parts",2,0,1176,4,"Nationals","e >500","CEU"
"14470","Southern Italy",5,117.29,13.46,10.05,0.11,13.21,"Plugs and Caps","Spare Parts",2,0,1176,4,"Others","c 100-250","FRA"
"14471","Southern Italy",12,281.5,34.84,36.73,0.25,31.71,"Plugs and Caps","Spare Parts",2,0,2657,18,"Others","c 100-250","ITA"
"14472","USA",16,315.31,50.55,51.95,2.84,38.39,"Plugs and Caps","Spare Parts",2,0,3318,18,"Nationals","e >500","NAM"
"14474","Southern Italy",25,281.67,77.08,34.79,2.43,42.51,"Plugs and Caps","Spare Parts",2,0,4055,51,"Nationals","e >500","CEU"
"14476","USA",10,228.15,45.87,31.05,1.7,38.53,"Plugs and Caps","Spare Parts",2,0,2572,4,"Nationals","e >500","NAM"
"14477","USA",6,206.66,22.77,22.52,1.23,33.77,"Plugs and Caps","Spare Parts",2,0,1822,4,"Nationals","e >500","NAM"
"14478","Southern Italy",10,325.28,56.61,26.65,0.99,43.02,"Plugs and Caps","Spare Parts",2,0,2483,18,"Others","e >500","NAM"
"14482","Southern Italy",5,77.77,15.84,13.71,0.17,14.12,"Plugs and Caps","Spare Parts",2,0,1224,4,"Others","b 20-100","ITA"
"14483","Southern Italy",7,117.13,12.34,15.51,0.23,17.44,"Plugs and Caps","Spare Parts",2,0,1867,4,"Others","e >500","SCA"
"14488","Southern Italy",5,96.33,11.07,16.77,0.21,10.62,"Plugs and Caps","Spare Parts",2,0,1176,4,"Others","b 20-100","ITA"
"14489","USA",26,500.89,80.79,71.75,3.93,55.22,"Plugs and Caps","Spare Parts",2,0,4183,40,"Nationals","e >500","NAM"
"14490","Southern Italy",5,62.43,14.64,10.87,0.13,13.79,"Plugs and Caps","Spare Parts",2,0,1224,4,"Others","b 20-100","ITA"
"14492","Southern Italy",12,326.19,34.24,48.88,0.54,31.84,"Plugs and Caps","Spare Parts",2,0,2657,4,"Others","e >500","ITA"
"14493","Southern Italy",5,135.91,13.51,18.52,0.21,13.27,"Plugs and Caps","Spare Parts",2,0,1176,4,"Others","d 250-500","ITA"
"14494","Southern Italy",10,220.52,38.63,28.64,0.39,22.27,"Plugs and Caps","Spare Parts",2,0,2483,18,"Others","e >500","SCA"
"14495","Southern Italy",15,330.77,50.47,37.25,0.65,33.41,"Plugs and Caps","Spare Parts",2,0,3084,29,"Others","e >500","SCA"
"14497","USA",13,286.67,90.63,74.08,1,28.95,"Plugs and Caps","Spare Parts",2,0,2931,18,"Nationals","b 20-100","NAM"
"14499","Southern Italy",5,131.83,15.06,14.64,0.28,17.5,"Plugs and Caps","Spare Parts",2,0,1224,4,"Nationals","d 250-500","ITA"
"14501","Southern Italy",5,146.63,28,19.69,0.2,14.63,"Plugs and Caps","Spare Parts",2,0,1224,4,"Others","d 250-500","ITA"
"14502","Southern Italy",11,322.59,51.61,47.34,0.39,32.19,"Plugs and Caps","Spare Parts",2,0,2657,18,"Others","d 250-500","APA"
"14506","USA",26,561.5,79.79,80.35,4.4,59.55,"Plugs and Caps","Spare Parts",2,0,4363,29,"Nationals","e >500","NAM"
"14507","Southern Italy",5,163.98,29.49,24.23,0.21,18.59,"Plugs and Caps","Spare Parts",2,0,1282,4,"Others","d 250-500","APA"
"14508","Southern Italy",20,248.92,21.49,34.28,0.37,37.16,"Plugs and Caps","Spare Parts",2,0,3909,4,"Nationals","d 250-500","ITA"
"14509","Southern Italy",12,199.51,39,28.89,1.89,25.91,"Plugs and Caps","Spare Parts",2,0,2692,18,"Nationals","e >500","ITA"
"14510","Southern Italy",5,123.32,12.17,16.26,0.24,11.6,"Plugs and Caps","Spare Parts",2,0,1176,4,"Others","e >500","SCA"
"14511","USA",28,690.59,165.13,181.11,2.44,64.94,"Plugs and Caps","Spare Parts",2,0,4363,29,"Nationals","b 20-100","NAM"
"14512","Southern Italy",5,68.12,35.19,14.96,0.11,13.5,"Plugs and Caps","Spare Parts",2,0,1282,4,"Nationals","b 20-100","ITA"
"14513","Southern Italy",10,260.71,19.74,49.31,0.21,26.22,"Plugs and Caps","Spare Parts",2,0,2483,4,"Others","a 0-20","CSI"
"14514","Southern Italy",5,151.79,11.55,13.17,0.15,13.49,"Plugs and Caps","Spare Parts",2,0,1176,4,"Others","c 100-250","FRA"
"14515","Southern Italy",5,151.79,10.44,12.58,0.49,13.49,"Plugs and Caps","Spare Parts",2,0,1176,4,"Others","e >500","NAM"
"14516","Southern Italy",5,151.79,13.43,20.04,0.16,13.49,"Plugs and Caps","Spare Parts",2,0,1176,4,"Others","c 100-250","ITA"
"14517","Southern Italy",5,151.79,16.43,22.85,0.26,13.49,"Plugs and Caps","Spare Parts",2,0,1176,4,"Others","e >500","ITA"
"14518","Southern Italy",5,151.79,15.55,20.79,0.24,13.49,"Plugs and Caps","Spare Parts",2,0,1176,4,"Others","d 250-500","ITA"
"14519","Southern Italy",20,214.62,13.61,32.92,0.4,35.88,"Plugs and Caps","Spare Parts",2,0,3909,4,"Nationals","d 250-500","ITA"
"14520","Southern Italy",5,111.66,12.54,14.6,0.15,14.48,"Plugs and Caps","Spare Parts",2,0,1113,4,"Nationals","d 250-500","ITA"
"14523","USA",7,104.47,18.78,23.47,0.32,20.79,"Plugs and Caps","Spare Parts",4,0,2572,29,"Nationals","c 100-250","NAM"
"14526","Southern Italy",5,90.63,15.41,13.96,0.14,14.64,"Plugs and Caps","Spare Parts",2,0,1224,4,"Others","b 20-100","ITA"
"14564","USA",430,258.91,86.94,41.23,3.01,84.71,"Plugs and Caps","Spare Parts",2,0,1969,9,"Nationals","e >500","NAM"
"14569","Southern Italy",20,330.64,28.38,24.58,0.47,46.42,"Plugs and Caps","Spare Parts",5,0,3909,4,"Others","e >500","NAM"
"14574","UK",2300,494.37,238.57,23.26,1.77,87.68,"Plugs and Caps","Spare Parts",2,0,2107,29,"Others","c 100-250","UKE"
"14576","USA",428,561.93,140.37,135.05,7.4,65.62,"Plugs and Caps","Spare Parts",5,0,1209,29,"Nationals","e >500","NAM"
"14577","USA",125,164.11,51.82,53.57,0.72,19.17,"Plugs and Caps","Spare Parts",5,0,3108,51,"Nationals","c 100-250","NAM"
"14581","USA",1985,2898.66,582.08,657.49,36.02,298.27,"Plugs and Caps","Spare Parts",5,0,4028,64,"Nationals","e >500","NAM"
"14582","USA",373,544.69,126.14,138.65,10.14,56.05,"Plugs and Caps","Spare Parts",5,0,1095,10,"Nationals","e >500","NAM"
"14584","Southern Italy",800,396.55,55.22,31.07,0.9,56.68,"Plugs and Caps","Spare Parts",2,0,1272,18,"Others","e >500","NAM"
"14585","Southern Italy",20,514.98,50.38,50.09,1.43,32.2,"Plugs and Caps","Spare Parts",5,0,3909,4,"Nationals","d 250-500","UKE"
"14586","Southern Italy",86,2214.43,172.79,311.84,1.72,138.48,"Plugs and Caps","Spare Parts",5,0,2428,60,"Others","e >500","ITA"
"14587","Southern Italy",25,643.73,48.63,81.41,0.48,40.26,"Plugs and Caps","Spare Parts",5,0,4269,18,"Others","d 250-500","ITA"
"14588","Southern Italy",130,3347.4,259.17,494.14,2.85,209.33,"Plugs and Caps","Spare Parts",5,0,3049,60,"Others","e >500","CEU"
"14589","Southern Italy",20,514.98,39.38,69.33,0.34,32.2,"Plugs and Caps","Spare Parts",5,0,3909,29,"Others","e >500","CEU"
"14592","USA",400,166.02,35.23,30.91,1.69,28.34,"Plugs and Caps","Spare Parts",2,0,4269,40,"Nationals","e >500","NAM"
"14594","Southern Italy",15,455.37,43.96,64.46,0.39,35.35,"Plugs and Caps","Spare Parts",6,0,3369,29,"Others","e >500","ITA"
"14595","Southern Italy",5,151.79,10.77,13.47,0.17,11.78,"Plugs and Caps","Spare Parts",6,0,1282,4,"Nationals","d 250-500","SAM"
"14596","Southern Italy",20,607.16,57.38,82.03,0.43,47.13,"Plugs and Caps","Spare Parts",6,0,3909,18,"Others","e >500","CEU"
"14602","Southern Italy",150,717.41,52.05,55.29,1.44,105.48,"Plugs and Caps","Spare Parts",7,0,2149,29,"Others","e >500","NAM"
"14604","Southern Italy",20,95.66,10.06,15.78,0.1,14.06,"Plugs and Caps","Spare Parts",7,0,2692,18,"Others","d 250-500","ITA"
"14607","Southern Italy",40,191.31,19.89,26.47,0.2,28.13,"Plugs and Caps","Spare Parts",7,0,4042,40,"Others","e >500","CEU"
"14612","USA",120,573.93,82.54,65.5,3.58,84.39,"Plugs and Caps","Spare Parts",7,0,1938,29,"Nationals","e >500","NAM"
"14613","USA",30,143.48,21.39,16.55,1.21,21.1,"Plugs and Caps","Spare Parts",7,0,3487,29,"Nationals","e >500","NAM"
"14614","USA",27,129.13,20.2,16.86,7.88,18.99,"Plugs and Caps","Spare Parts",7,0,3369,11,"Nationals","e >500","NAM"
"14615","USA",26,124.35,21.75,19.23,3.35,18.28,"Plugs and Caps","Spare Parts",7,0,3318,4,"Nationals","e >500","NAM"
"14619","USA",20,140.67,25.14,24,11.22,22.74,"Plugs and Caps","Spare Parts",7,0,2692,18,"Nationals","e >500","NAM"
"14622","USA",16,152.83,21.28,19.7,9.21,33.87,"Plugs and Caps","Spare Parts",7,0,2572,51,"Nationals","e >500","NAM"
"14623","Southern Italy",20,157.55,25.79,24.5,0.26,11.27,"Plugs and Caps","Spare Parts",4,0,1224,4,"Others","e >500","CEU"
"14627","Southern Italy",2,287.53,12.83,25.31,0.28,123.15,"Plugs and Caps","Spare Parts",17,40,3008,4,"Others","b 20-100","FRA"
"14628","Southern Italy",2,289.73,15.3,26.02,0.46,75.97,"Plugs and Caps","Spare Parts",18,80,3008,4,"Nationals","e >500","SCA"
